class,PCP_MAD,PCP_MPIJAD,PCK,PCIK,MPIJAD,MAD,Sparsity
warrior_3_pose,1.0,1.0,0.8333333333333334,1.0,0.02121002972126007,0.036110829561948776,0.75
warrior_3_pose,1.0,1.0,1.0,1.0,0.029124708846211433,0.004866042640060186,0.8333333333333334
warrior_3_pose,0.0,1.0,0.5833333333333334,0.5,0.08410750329494476,0.14970198273658752,0.75
warrior_3_pose,1.0,1.0,0.75,0.5,0.05070404335856438,0.046611905097961426,0.75
warrior_3_pose,1.0,0.0,0.8333333333333334,0.0,0.14876778423786163,0.04691457748413086,0.8333333333333334
warrior_3_pose,1.0,1.0,0.75,1.0,0.017510196194052696,0.0686669871211052,0.75
warrior_3_pose,1.0,1.0,0.9166666666666666,1.0,0.04332824796438217,0.0223570317029953,0.8333333333333334
warrior_3_pose,1.0,1.0,0.8333333333333334,1.0,0.09914743900299072,0.05172530934214592,0.8333333333333334
warrior_3_pose,0.0,1.0,0.75,1.0,0.04000897705554962,0.10825479030609131,0.6666666666666666
warrior_3_pose,1.0,1.0,0.8333333333333334,1.0,0.027943385764956474,0.038745734840631485,0.75
warrior_3_pose,1.0,1.0,0.9166666666666666,1.0,0.00597170926630497,0.021979717537760735,0.9166666666666666
